Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,Sales,4,3,Medical,1,3813,Female,2,Laboratory Technician,Married,74030,1,Y,12,8,1,10,4,10,6,8
34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,3814,Female,1,Manager,Married,22590,1,Y,14,8,0,8,2,8,7,7
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3815,Male,2,Laboratory Technician,Married,69320,1,Y,13,8,0,5,5,5,1,2
43,No,Travel_Rarely,Research & Development,1,1,Other,1,3816,Male,1,Manager,Divorced,46780,5,Y,25,8,1,8,0,6,0,2
35,No,Travel_Rarely,Sales,6,3,Marketing,1,3817,Female,3,Sales Representative,Married,135820,1,Y,17,8,1,1,3,1,0,1
46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,3818,Male,1,Laboratory Technician,Single,23320,1,Y,11,8,0,27,2,26,0,12
28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,3819,Female,2,Laboratory Technician,Married,24130,1,Y,16,8,1,NA,2,1,0,0
22,No,Non-Travel,Sales,17,2,Marketing,1,3820,Male,3,Sales Executive,Married,97050,1,Y,18,8,2,4,3,4,1,3
50,No,Travel_Frequently,Research & Development,3,3,Other,1,3821,Male,2,Research Scientist,Married,42940,2,Y,20,8,0,32,2,30,12,13
32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3822,Male,3,Research Scientist,Married,47210,3,Y,14,8,1,6,3,3,0,2
44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,3823,Male,3,Manager,Divorced,25190,0,Y,21,8,2,23,2,22,1,10
30,No,Travel_Rarely,Research & Development,4,3,Medical,1,3824,Female,1,Research Director,Married,21210,1,Y,13,8,1,6,2,6,1,1
45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,3825,Female,2,Research Scientist,Single,29730,1,Y,12,8,0,10,2,10,1,4
45,No,Non-Travel,Sales,2,4,Life Sciences,1,3826,Male,2,Manufacturing Director,Married,58550,1,Y,14,8,1,10,3,10,4,5
31,No,Travel_Frequently,Research & Development,7,3,Medical,1,3827,Male,2,Research Scientist,Single,36170,7,Y,21,8,1,10,5,5,0,3
36,No,Travel_Rarely,Research & Development,18,1,Medical,1,3828,Male,2,Manufacturing Director,Married,67250,9,Y,17,8,1,7,3,3,1,1
34,No,Travel_Frequently,Sales,28,4,Marketing,1,3829,Male,5,Manufacturing Director,Divorced,103250,1,Y,11,8,1,9,3,9,7,2
49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3830,Male,3,Healthcare Representative,Married,69490,1,Y,14,8,1,10,2,9,1,4
39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,3831,Male,3,Research Scientist,Married,106090,2,Y,17,8,1,10,2,7,7,7
27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3832,Male,4,Research Scientist,Divorced,44470,1,Y,13,8,0,7,4,7,0,7
35,No,Travel_Rarely,Research & Development,2,3,Medical,1,3833,Female,2,Sales Executive,Married,21570,1,Y,25,8,0,16,1,16,1,10
28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3834,Male,3,Manufacturing Director,Divorced,46010,0,Y,15,8,2,6,2,5,0,0
21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,3835,Female,1,Laboratory Technician,Single,170990,1,Y,14,8,1,3,2,2,2,2
18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,3836,Male,1,Research Director,Single,24790,1,Y,12,8,1,0,2,0,0,0
47,No,Travel_Rarely,Research & Development,25,4,Medical,1,3837,Male,2,Research Scientist,Married,148520,3,Y,19,8,3,27,3,5,1,0
39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3838,Male,1,Laboratory Technician,Divorced,72640,0,Y,17,8,0,11,5,10,0,7
40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,3839,Male,1,Laboratory Technician,Married,56660,1,Y,14,8,1,18,2,18,14,12
35,No,Non-Travel,Research & Development,29,3,Medical,1,3840,Female,2,Sales Executive,Married,78230,1,Y,13,8,1,15,3,14,2,9
37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3841,Male,1,Laboratory Technician,Married,78800,3,Y,12,8,1,9,2,4,0,2
39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,3842,Female,2,Manager,Single,131940,0,Y,11,8,0,10,2,9,3,8
45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,3843,Female,2,Laboratory Technician,Divorced,50670,1,Y,11,8,2,10,3,10,3,9
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3844,Female,3,Sales Executive,Married,50790,3,Y,11,8,0,10,3,5,0,2
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3845,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0
37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3846,Female,2,Healthcare Representative,Married,174440,1,Y,14,8,0,8,4,8,7,7
40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,3847,Female,2,Healthcare Representative,Single,24040,6,Y,17,8,0,18,2,4,3,3
44,No,Travel_Frequently,Sales,2,2,Marketing,1,3848,Male,1,Laboratory Technician,Married,34520,4,Y,11,8,1,14,2,10,0,2
48,No,Travel_Frequently,Sales,10,4,Marketing,1,3849,Female,3,Manager,Married,22700,2,Y,14,8,3,23,2,2,2,2
35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3850,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2
24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,3851,Male,2,Research Scientist,Single,54880,1,Y,22,8,1,6,6,6,1,3
27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,3852,Male,3,Sales Executive,Married,194190,7,Y,14,8,1,5,2,3,0,2
27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3853,Male,1,Research Scientist,Single,28110,2,Y,20,8,0,6,3,4,1,2
40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,3854,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3
29,No,Travel_Rarely,Research & Development,20,1,Medical,1,3855,Female,2,Manager,Single,41630,9,Y,15,8,1,8,4,5,1,4
36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3856,Female,3,Sales Executive,Married,21320,4,Y,20,8,0,9,1,3,0,2
25,No,Travel_Frequently,Sales,5,1,Marketing,1,3857,Male,4,Manufacturing Director,Divorced,139730,1,Y,14,8,0,7,3,7,0,7
39,No,Travel_Rarely,Sales,10,3,Marketing,1,3858,Female,2,Research Director,Married,26840,4,Y,12,8,0,7,2,5,1,0
49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,3859,Male,2,Research Director,Married,108450,3,Y,24,8,0,27,4,4,1,2
50,No,Travel_Rarely,Research & Development,2,2,Medical,1,3860,Male,3,Sales Executive,Divorced,43770,5,Y,12,8,1,19,2,14,1,11
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3861,Female,2,Sales Executive,Single,37430,1,Y,13,8,1,2,2,2,2,2
34,No,Travel_Rarely,Research & Development,10,3,Medical,1,3862,Male,3,Laboratory Technician,Divorced,41480,1,Y,11,8,0,11,3,11,7,9
36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3863,Female,2,Healthcare Representative,Single,10510,2,Y,14,8,0,15,2,4,1,3
49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,3864,Female,2,Research Scientist,Married,107390,2,Y,11,8,3,30,3,15,2,12
36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,3865,Male,4,Laboratory Technician,Married,103880,0,Y,14,8,0,4,2,3,1,2
36,No,Travel_Rarely,Research & Development,2,2,Medical,1,3866,Female,2,Healthcare Representative,Divorced,114160,6,Y,16,8,0,13,2,5,0,4
54,No,Travel_Rarely,Sales,24,3,Marketing,1,3867,Male,1,Laboratory Technician,Married,26000,3,Y,14,8,0,36,5,10,4,7
43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3868,Female,1,Research Scientist,Married,24220,1,Y,11,8,1,14,2,14,6,11
35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,3869,Male,1,Research Director,Single,54720,3,Y,11,8,1,13,3,11,6,7
38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,3870,Male,2,Research Scientist,Married,24510,7,Y,12,8,1,19,3,13,2,9
29,No,Travel_Rarely,Research & Development,1,2,Medical,1,3871,Male,2,Sales Representative,Divorced,42400,1,Y,14,8,0,10,2,10,0,9
33,No,Travel_Rarely,Research & Development,7,3,Medical,1,3872,Male,5,Sales Executive,Divorced,109990,1,Y,18,8,3,6,3,6,0,4
32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3873,Male,5,Research Scientist,Divorced,50030,0,Y,13,8,0,10,5,9,1,6
31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,3874,Female,2,Sales Executive,Married,127420,1,Y,11,8,0,10,4,10,0,2
49,No,Travel_Rarely,Research & Development,2,4,Medical,1,3875,Male,1,Laboratory Technician,Divorced,42270,4,Y,18,8,0,17,3,2,2,2
38,No,Travel_Frequently,Sales,29,2,Medical,1,3876,Female,1,Sales Executive,Single,39170,1,Y,15,8,3,4,2,4,3,3
47,No,Travel_Rarely,Research & Development,1,4,Medical,1,3877,Male,3,Laboratory Technician,Divorced,183030,6,Y,22,8,1,29,2,3,1,2
49,No,Travel_Rarely,Research & Development,21,3,Medical,1,3878,Male,2,Manufacturing Director,Single,23800,4,Y,13,8,0,23,3,8,0,0
41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3879,Female,4,Manager,Single,137260,3,Y,12,8,0,21,6,2,0,2
20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3880,Male,1,Sales Representative,Single,47770,1,Y,18,8,1,2,3,2,0,2
33,No,Non-Travel,Research & Development,18,2,Medical,1,3881,Female,2,Healthcare Representative,Divorced,63850,1,Y,13,8,0,7,6,6,1,2
36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,3882,Male,3,Sales Executive,Married,199730,6,Y,12,8,0,10,2,3,0,2
44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,3883,Female,3,Healthcare Representative,Divorced,68610,4,Y,12,8,0,8,2,2,2,2
23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,3884,Female,3,Laboratory Technician,Single,49690,1,Y,12,8,0,5,3,5,1,2
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3885,Male,1,Sales Executive,Married,198450,7,Y,11,8,1,7,3,0,0,0
53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3886,Male,4,Research Director,Married,133200,3,Y,11,8,0,11,2,4,1,2
48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,3887,Male,1,Healthcare Representative,Married,63470,2,Y,12,8,1,19,3,9,7,7
32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,3888,Male,2,Research Scientist,Single,27430,1,Y,19,8,1,1,2,1,0,0
26,No,Non-Travel,Research & Development,18,2,Medical,1,3889,Male,1,Human Resources,Single,108800,1,Y,23,8,1,7,5,7,5,7
55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,3890,Male,5,Laboratory Technician,Divorced,23420,5,Y,11,8,2,8,2,4,1,2
34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,3891,Female,2,Research Scientist,Married,176500,1,Y,19,8,1,15,6,15,4,13
60,No,Travel_Rarely,Sales,17,4,Medical,1,3892,Male,1,Manager,Divorced,40250,3,Y,13,8,1,19,5,1,0,0
33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3893,Male,3,Manager,Married,97250,1,Y,11,8,0,14,0,14,2,13
37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,3894,Male,1,Laboratory Technician,Divorced,119040,1,Y,12,8,1,6,4,6,1,3
34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3895,Male,1,Healthcare Representative,Married,21770,1,Y,13,8,0,10,5,10,8,7
23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,3896,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,3897,Male,1,Research Scientist,Married,48340,1,Y,14,8,0,9,1,8,6,7
35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,3898,Male,3,Sales Executive,Single,20420,0,Y,16,8,0,6,2,5,1,4
43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,3899,Male,2,Sales Executive,Married,22200,1,Y,11,8,0,10,2,10,8,8
24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3900,Male,3,Sales Executive,Married,10520,1,Y,13,8,0,5,3,5,0,4
41,No,Travel_Rarely,Sales,6,4,Marketing,1,3901,Male,1,Research Scientist,Single,28210,1,Y,17,8,0,10,3,10,8,7
29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3902,Male,2,Research Scientist,Married,192370,9,Y,11,8,1,9,2,5,1,2
36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,3903,Female,3,Research Scientist,Single,41070,3,Y,11,8,1,17,2,13,6,7
45,No,Non-Travel,Sales,2,3,Life Sciences,1,3904,Female,2,Manufacturing Director,Married,83960,3,Y,15,8,2,25,3,23,14,4
24,Yes,Travel_Rarely,Sales,6,2,Medical,1,3905,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0
47,Yes,Travel_Frequently,Research & Development,1,3,Medical,1,3906,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10
26,No,Travel_Rarely,Research & Development,9,1,Medical,1,3907,Male,1,Sales Executive,Married,106860,1,Y,14,8,1,3,2,3,0,2
45,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3908,Male,1,Research Director,Single,29420,1,Y,22,8,1,21,4,21,8,6
32,No,Travel_Frequently,Sales,1,1,Marketing,1,3909,Male,2,Laboratory Technician,Married,88580,6,Y,16,8,1,10,2,5,1,3
31,No,Travel_Rarely,Research & Development,14,2,Life Sciences,1,3910,Male,1,Sales Executive,Married,167560,1,Y,11,8,2,6,5,5,0,3
41,No,Non-Travel,Sales,2,2,Medical,1,3911,Male,2,Research Scientist,Married,107980,NA,Y,14,8,2,10,5,3,1,2
40,No,Travel_Rarely,Research & Development,22,2,Technical Degree,1,3912,Male,1,Healthcare Representative,Married,23230,2,Y,16,8,1,18,2,1,0,0
24,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3913,Female,1,Research Scientist,Divorced,14160,1,Y,15,8,1,6,3,6,1,2
46,No,Travel_Rarely,Research & Development,6,3,Medical,1,3914,Male,4,Sales Executive,Single,46150,6,Y,12,8,0,19,3,10,0,9
35,No,Travel_Rarely,Sales,8,4,Life Sciences,1,3915,Male,1,Laboratory Technician,Married,24610,2,Y,20,8,1,17,4,7,0,7
30,No,Travel_Rarely,Sales,9,4,Marketing,1,3916,Male,1,Laboratory Technician,Married,87220,1,Y,17,8,1,10,3,10,0,8
47,No,Non-Travel,Research & Development,3,2,Life Sciences,1,3917,Female,2,Sales Executive,Married,39550,7,Y,12,8,1,4,5,1,0,0
46,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3918,Female,3,Sales Executive,Divorced,99570,4,Y,20,8,0,13,1,10,0,3
36,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,3919,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,26,3,Medical,1,3920,Female,2,Research Director,Single,88230,6,Y,13,8,2,10,3,0,0,0
23,No,Travel_Rarely,Sales,6,4,Life Sciences,1,3921,Male,3,Manufacturing Director,Single,103220,1,Y,14,8,2,3,2,3,1,2
31,No,Travel_Frequently,Sales,3,3,Marketing,1,3922,Male,2,Sales Executive,Single,46210,2,Y,18,8,1,9,3,5,1,4
39,No,Non-Travel,Research & Development,3,3,Life Sciences,1,3923,Female,2,Manufacturing Director,Married,109760,1,Y,11,8,0,9,3,9,5,8
32,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3924,Male,1,Research Scientist,Married,36600,3,Y,11,8,2,10,0,4,0,2
40,No,Travel_Rarely,Sales,6,3,Life Sciences,1,3925,Male,3,Manufacturing Director,Single,104820,1,Y,11,8,1,21,6,21,12,8
45,No,Travel_Rarely,Research & Development,19,4,Medical,1,3926,Male,1,Sales Representative,Married,71190,4,Y,15,8,0,9,2,5,0,3
30,No,Travel_Frequently,Sales,9,3,Life Sciences,1,3927,Male,1,Research Director,Single,95820,0,Y,12,8,1,10,2,9,0,7
24,No,Travel_Frequently,Sales,3,4,Marketing,1,3928,Male,1,Sales Executive,Married,45080,0,Y,11,8,1,3,5,2,2,1
30,Yes,Travel_Frequently,Research & Development,10,3,Life Sciences,1,3929,Female,1,Human Resources,Divorced,22070,6,Y,14,8,0,6,4,4,1,2
31,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3930,Male,3,Laboratory Technician,Married,77560,1,Y,15,8,2,6,3,5,0,2
27,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3931,Male,1,Manager,Single,66940,1,Y,13,8,1,6,2,6,1,4
29,Yes,Travel_Rarely,Sales,4,3,Marketing,1,3932,Male,5,Research Scientist,Single,36910,1,Y,13,8,0,2,3,2,2,2
29,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,3933,Female,1,Sales Executive,Single,23770,8,Y,21,8,1,10,2,3,0,2
30,No,Travel_Rarely,Sales,7,3,Life Sciences,1,3934,Male,3,Sales Executive,Divorced,23130,2,Y,11,8,0,12,5,7,1,7
34,No,Travel_Rarely,Research & Development,1,2,Medical,1,3935,Female,2,Healthcare Representative,Married,176650,0,Y,11,8,0,6,5,5,1,2
33,No,Non-Travel,Research & Development,2,4,Medical,1,3936,Male,1,Sales Representative,Single,25960,8,Y,14,8,1,13,4,11,1,7
49,No,Travel_Rarely,Sales,3,4,Marketing,1,3937,Male,1,Sales Executive,Single,47280,3,Y,11,8,1,8,4,5,0,4
33,Yes,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3938,Male,1,Sales Executive,Single,43020,2,Y,13,8,0,11,3,0,0,0
38,No,Travel_Frequently,Research & Development,28,3,Medical,1,3939,Male,1,Healthcare Representative,Married,29790,4,Y,12,8,1,9,3,6,0,5
31,Yes,Travel_Rarely,Human Resources,9,4,Human Resources,1,3940,Male,2,Laboratory Technician,Married,168850,2,Y,14,8,2,10,2,1,0,0
29,No,Travel_Rarely,Research & Development,3,4,Other,1,3941,Female,2,Sales Representative,Divorced,55930,1,Y,13,8,1,1,3,1,0,0
30,No,Travel_Rarely,Research & Development,2,1,Medical,1,3942,Male,1,Sales Representative,Married,104450,3,Y,18,8,1,10,3,7,1,7
32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,3943,Female,1,Laboratory Technician,Single,87400,2,Y,11,8,1,12,2,7,0,7
38,No,Travel_Rarely,Research & Development,8,2,Technical Degree,1,3944,Female,1,Manufacturing Director,Married,25140,3,Y,11,8,0,15,2,1,1,0
43,Yes,Travel_Frequently,Research & Development,1,4,Other,1,3945,Male,3,Sales Executive,Married,76550,9,Y,12,8,1,6,3,1,0,0
42,No,Travel_Rarely,Human Resources,1,3,Other,1,3946,Female,1,Healthcare Representative,Divorced,174650,8,Y,13,8,1,7,3,5,0,4
55,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3947,Female,1,Sales Executive,Married,73510,8,Y,20,8,1,34,3,1,0,0
33,No,Non-Travel,Research & Development,14,3,Other,1,3948,Male,1,Research Scientist,Divorced,108200,5,Y,12,8,0,11,2,9,1,7
41,No,Travel_Rarely,Research & Development,5,3,Medical,1,3949,Male,1,Sales Representative,Divorced,121690,1,Y,19,8,0,5,2,5,0,4
34,No,Non-Travel,Research & Development,7,4,Medical,1,3950,Female,1,Research Scientist,Divorced,196260,1,Y,21,8,0,15,5,15,0,7
53,No,Non-Travel,Research & Development,10,4,Medical,1,3951,Male,2,Healthcare Representative,Married,20700,4,Y,13,8,2,27,2,3,0,2
43,No,Travel_Rarely,Sales,16,2,Marketing,1,3952,Female,1,Laboratory Technician,Single,67820,0,Y,16,8,1,10,2,9,1,8
34,No,Travel_Rarely,Sales,10,2,Life Sciences,1,3953,Female,5,Sales Executive,Single,77790,5,Y,12,8,1,6,2,2,2,2
21,Yes,Travel_Rarely,Sales,1,2,Marketing,1,3954,Male,5,Healthcare Representative,Single,27910,1,Y,14,8,0,1,3,1,1,0
38,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3955,Female,2,Sales Executive,Married,32010,1,Y,11,8,1,5,3,5,0,4
22,Yes,Travel_Rarely,Research & Development,1,3,Other,1,3956,Male,4,Research Scientist,Married,49680,1,Y,14,8,0,1,3,1,0,0
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,3957,Male,5,Sales Executive,Married,131200,1,Y,12,8,2,13,6,12,5,7
51,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3958,Female,1,Manager,Married,40330,2,Y,14,8,0,15,2,2,2,2
37,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3959,Male,2,Sales Executive,Married,32910,1,Y,16,8,3,5,2,5,0,3
46,No,Travel_Rarely,Sales,3,4,Marketing,1,3960,Female,1,Sales Representative,Divorced,42720,7,Y,13,8,0,24,3,2,2,2
36,No,Travel_Rarely,Research & Development,27,3,Technical Degree,1,3961,Female,4,Research Scientist,Married,50560,7,Y,12,8,0,15,2,12,5,7
44,Yes,Travel_Frequently,Sales,10,4,Life Sciences,1,3962,Male,1,Research Scientist,Divorced,28440,1,Y,12,8,0,6,2,5,2,3
37,No,Travel_Rarely,Research & Development,19,2,Technical Degree,1,3963,Male,2,Sales Executive,Divorced,27030,2,Y,14,8,0,19,2,10,4,7
35,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,3964,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7
33,No,Travel_Rarely,Research & Development,8,5,Medical,1,3965,Male,2,Laboratory Technician,Married,82240,6,Y,19,8,0,14,3,10,7,6
28,No,Travel_Rarely,Sales,9,3,Medical,1,3966,Female,2,Sales Executive,Married,47660,1,Y,12,8,0,5,3,5,0,3
39,No,Travel_Rarely,Sales,3,4,Marketing,1,3967,Female,2,Laboratory Technician,Single,26100,7,Y,12,8,0,9,2,4,2,2
46,No,Non-Travel,Research & Development,9,2,Life Sciences,1,3968,Male,2,Manufacturing Director,Single,57310,8,Y,17,8,0,6,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,3969,Male,1,Research Director,Married,25390,4,Y,12,8,1,7,3,4,0,2
42,No,Travel_Rarely,Research & Development,7,4,Other,1,3970,Female,2,Laboratory Technician,Married,57140,5,Y,11,8,0,10,2,0,0,0
35,No,Non-Travel,Sales,10,1,Life Sciences,1,3971,Female,2,Research Director,Divorced,43230,2,Y,18,8,3,15,3,7,1,7
38,No,Non-Travel,Sales,6,4,Marketing,1,3972,Male,3,Sales Executive,Divorced,73360,5,Y,11,8,0,13,3,11,3,8
34,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3973,Male,1,Manufacturing Director,Married,134990,4,Y,23,8,2,11,2,7,0,7
37,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,1,3974,Male,1,Laboratory Technician,Single,137580,1,Y,11,8,1,10,5,10,0,8
39,No,Travel_Frequently,Research & Development,2,1,Medical,1,3975,Male,2,Healthcare Representative,Divorced,51550,2,Y,18,8,1,7,3,2,2,2
43,No,Non-Travel,Human Resources,8,5,Medical,1,3976,Female,3,Sales Executive,Single,22580,4,Y,18,8,0,7,2,3,1,2
41,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3977,Male,3,Research Scientist,Single,35970,3,Y,13,8,1,11,2,3,1,2
41,No,Travel_Rarely,Research & Development,1,1,Technical Degree,1,3978,Male,3,Laboratory Technician,Divorced,25150,0,Y,18,8,0,23,2,22,13,5
30,No,Travel_Rarely,Sales,26,3,Marketing,1,3979,Female,2,Manager,Single,44200,9,Y,11,8,0,9,3,7,0,2
26,Yes,Travel_Rarely,Human Resources,2,1,Technical Degree,1,3980,Female,3,Sales Executive,Married,65780,0,Y,15,8,2,6,3,5,1,4
46,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,3981,Male,1,Sales Executive,Married,44220,4,Y,11,8,1,13,2,9,3,7
40,No,Travel_Rarely,Sales,27,2,Medical,1,3982,Female,3,Sales Executive,Divorced,102740,4,Y,18,8,0,12,3,5,0,3
34,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3983,Male,2,Laboratory Technician,Married,53430,1,Y,14,8,0,10,5,10,4,8
58,No,Non-Travel,Research & Development,2,4,Medical,1,3984,Male,1,Laboratory Technician,Divorced,23760,4,Y,12,8,1,37,3,16,14,14
35,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,3985,Female,3,Manufacturing Director,Married,53460,0,Y,14,8,0,6,3,5,0,3
47,No,Travel_Rarely,Research & Development,19,5,Medical,1,3986,Female,2,Research Scientist,Divorced,28270,8,Y,14,8,1,28,3,22,14,10
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3987,Male,2,Manager,Divorced,199430,2,Y,13,8,1,15,3,7,7,7
54,No,Travel_Rarely,Sales,27,4,Medical,1,3988,Male,1,Research Scientist,Married,31310,4,Y,14,8,0,14,3,7,1,7
31,No,Travel_Frequently,Sales,8,4,Other,1,3989,Female,3,Manufacturing Director,Married,25520,2,Y,18,8,0,9,2,3,2,2
28,No,Travel_Rarely,Sales,1,2,Life Sciences,1,3990,Male,3,Manager,Married,44770,1,Y,15,8,0,3,6,3,1,2
38,No,Travel_Rarely,Research & Development,19,3,Medical,1,3991,Female,2,Manufacturing Director,Married,64740,2,Y,13,8,2,20,3,4,0,3
26,No,Travel_Rarely,Sales,8,3,Marketing,1,3992,Female,1,Healthcare Representative,Single,30330,1,Y,12,8,0,5,2,5,1,2
58,No,Travel_Frequently,Research & Development,10,4,Technical Degree,1,3993,Female,1,Sales Representative,Married,29360,2,Y,13,8,1,23,3,2,2,2
18,No,Non-Travel,Research & Development,2,3,Life Sciences,1,3994,Male,3,Sales Representative,Single,186060,1,Y,24,8,2,0,4,0,0,0
31,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3995,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0
29,Yes,Travel_Rarely,Research & Development,8,2,Medical,1,3996,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0
45,No,Non-Travel,Sales,1,4,Technical Degree,1,3997,Male,1,Research Scientist,Married,170480,4,Y,15,8,0,10,3,8,5,7
36,No,Travel_Rarely,Sales,2,3,Technical Degree,1,3998,Female,5,Laboratory Technician,Married,22900,4,Y,11,8,0,15,5,1,0,0
43,No,Travel_Frequently,Sales,8,3,Medical,1,3999,Male,1,Research Director,Married,36000,1,Y,23,8,0,7,2,7,7,7
27,No,Travel_Frequently,Sales,8,4,Life Sciences,1,4000,Male,5,Research Scientist,Single,21070,0,Y,13,8,0,6,2,5,0,2
29,No,Travel_Frequently,Research & Development,6,2,Medical,1,4001,Male,1,Human Resources,Married,41150,1,Y,11,8,0,11,1,11,3,10
